query_id	true_label	candidate_label	candidate_family	target	proto_dist	proto_rank	proto_prob	proto_margin_to_top1	proto_margin_top2_minus_top1	hmm_score	hmm_neglog_evalue	hmm_coverage	hmm_bitscore	hmm_rank	hmm_margin_to_top1	hmm_margin_top1_minus_top2	hmm_has_hit	is_proto_top1	is_hmm_top1	proto_top1_eq_hmm_top1	family_count_proxy	judge_score
A0A077M123	0	0	cluster_0	1	0.030264856	1	0.034330312686286286	0.0	1.391689644	0.0	0.0	0.0	0.0	1	0.0	0.0	0	1	0	0	1175.0	0.9999769524401264
A0A077M123	0	83	cluster_83	0	1.5105426	4	0.007812702788705743	1.480277744	1.391689644	0.0	0.0	0.0	0.0	84	0.0	0.0	0	0	0	0	1.0	3.523267783401516e-05
A0A077M123	0	148	cluster_148	0	1.4398825	3	0.008384720586309865	1.409617644	1.391689644	0.0	0.0	0.0	0.0	149	0.0	0.0	0	0	0	0	1.0	8.321406741430644e-05
A0A077M123	0	176	cluster_176	0	1.4219545	2	0.008536397425612512	1.391689644	1.391689644	0.0	0.0	0.0	0.0	177	0.0	0.0	0	0	0	0	3.0	0.00013565770447651593
A0A077M123	0	198	cluster_198	0	1.5114611	5	0.007805530115748635	1.481196244	1.391689644	0.0	0.0	0.0	0.0	199	0.0	0.0	0	0	0	0	1.0	2.68138966229793e-05
A0A085WQN3	0	0	cluster_0	1	0.055628415	1	0.03358893780692067	0.0	1.436689385	0.0	0.0	0.0	0.0	1	0.0	0.0	0	1	0	0	1175.0	0.999975107293997
A0A085WQN3	0	83	cluster_83	0	1.5450363	5	0.007574511764777829	1.489407885	1.436689385	0.0	0.0	0.0	0.0	84	0.0	0.0	0	0	0	0	1.0	2.3685508108869935e-05
A0A085WQN3	0	148	cluster_148	0	1.4923178	2	0.007984541787187764	1.436689385	1.436689385	0.0	0.0	0.0	0.0	149	0.0	0.0	0	0	0	0	1.0	9.961665223449496e-05
A0A085WQN3	0	176	cluster_176	0	1.4937158	3	0.00797338719664478	1.438087385	1.436689385	0.0	0.0	0.0	0.0	177	0.0	0.0	0	0	0	0	3.0	7.113137150245633e-05
A0A085WQN3	0	198	cluster_198	0	1.5387355	4	0.007622387919151585	1.483107085	1.436689385	0.0	0.0	0.0	0.0	199	0.0	0.0	0	0	0	0	1.0	3.7951017061910285e-05
A0A086AAF2	0	0	cluster_0	1	0.035386205	1	0.034479290308178256	0.0	1.439796195	0.0	0.0	0.0	0.0	1	0.0	0.0	0	1	0	0	1175.0	0.9999795613411259
A0A086AAF2	0	83	cluster_83	0	1.5335802	5	0.0077072763862866605	1.498193995	1.439796195	0.0	0.0	0.0	0.0	84	0.0	0.0	0	0	0	0	1.0	2.450171827826274e-05
A0A086AAF2	0	148	cluster_148	0	1.4819114	3	0.008115969531868024	1.446525195	1.439796195	0.0	0.0	0.0	0.0	149	0.0	0.0	0	0	0	0	1.0	7.228751407681613e-05
A0A086AAF2	0	176	cluster_176	0	1.4751824	2	0.008170766046960183	1.439796195	1.439796195	0.0	0.0	0.0	0.0	177	0.0	0.0	0	0	0	0	3.0	0.00010937777458982526
A0A086AAF2	0	198	cluster_198	0	1.5312468	4	0.007725281543453818	1.495860595	1.439796195	0.0	0.0	0.0	0.0	199	0.0	0.0	0	0	0	0	1.0	3.826136258555988e-05
A0A089JW37	0	0	cluster_0	1	0.039510965	1	0.03374365275432893	0.0	1.3821151349999998	0.0	0.0	0.0	0.0	1	0.0	0.0	0	1	0	0	1175.0	0.9999735822537139
A0A089JW37	0	83	cluster_83	0	1.5394089	4	0.007529995152802052	1.499897935	1.3821151349999998	0.0	0.0	0.0	0.0	84	0.0	0.0	0	0	0	0	1.0	2.901028902476606e-05
A0A089JW37	0	148	cluster_148	0	1.4216261	2	0.008471242550599691	1.3821151349999998	1.3821151349999998	0.0	0.0	0.0	0.0	149	0.0	0.0	0	0	0	0	1.0	0.00013212159649874787
A0A089JW37	0	176	cluster_176	0	1.4468384	3	0.008260332971941002	1.407327435	1.3821151349999998	0.0	0.0	0.0	0.0	177	0.0	0.0	0	0	0	0	3.0	8.05856164537799e-05
A0A089JW37	0	198	cluster_198	0	1.5527381	5	0.007430292297221945	1.513227135	1.3821151349999998	0.0	0.0	0.0	0.0	199	0.0	0.0	0	0	0	0	1.0	2.037340312733792e-05
A0A089K5E1	0	0	cluster_0	1	0.042889357	1	0.03450958013501163	0.0	1.4364856430000001	0.0	0.0	0.0	0.0	1	0.0	0.0	0	1	0	0	1175.0	0.9999790928515234
A0A089K5E1	0	83	cluster_83	0	1.5232611	4	0.007852761297322037	1.480371743	1.4364856430000001	0.0	0.0	0.0	0.0	84	0.0	0.0	0	0	0	0	1.0	3.7998409838102526e-05
A0A089K5E1	0	148	cluster_148	0	1.5242591	5	0.007844928150937508	1.4813697430000001	1.4364856430000001	0.0	0.0	0.0	0.0	149	0.0	0.0	0	0	0	0	1.0	2.7894679158991108e-05
A0A089K5E1	0	176	cluster_176	0	1.479375	2	0.008205062383021966	1.4364856430000001	1.4364856430000001	0.0	0.0	0.0	0.0	177	0.0	0.0	0	0	0	0	3.0	0.0001088972324208795
A0A089K5E1	0	198	cluster_198	0	1.5167538	3	0.007904028194544511	1.473864443	1.4364856430000001	0.0	0.0	0.0	0.0	199	0.0	0.0	0	0	0	0	1.0	6.098270178853246e-05
A0A097AQP5	0	0	cluster_0	1	0.032227397	1	0.034165405733098994	0.0	1.410308103	0.0	0.0	0.0	0.0	1	0.0	0.0	0	1	0	0	1175.0	0.9999772350347884
A0A097AQP5	0	83	cluster_83	0	1.548265	5	0.007502047631826544	1.516037603	1.410308103	0.0	0.0	0.0	0.0	84	0.0	0.0	0	0	0	0	1.0	2.0339222598587823e-05
A0A097AQP5	0	148	cluster_148	0	1.4585497	3	0.008206210953012811	1.426322303	1.410308103	0.0	0.0	0.0	0.0	149	0.0	0.0	0	0	0	0	1.0	7.691027738467154e-05
A0A097AQP5	0	176	cluster_176	0	1.4425355	2	0.008338684756332843	1.410308103	1.410308103	0.0	0.0	0.0	0.0	177	0.0	0.0	0	0	0	0	3.0	0.0001237436526371673
A0A097AQP5	0	198	cluster_198	0	1.543515	4	0.007537767124713263	1.511287603	1.410308103	0.0	0.0	0.0	0.0	199	0.0	0.0	0	0	0	0	1.0	3.226079450797732e-05
A0A098AYR1	0	0	cluster_0	1	0.041267037	1	0.034566272038455324	0.0	1.4524813630000002	0.0	0.0	0.0	0.0	1	0.0	0.0	0	1	0	0	1175.0	0.999980108044966
A0A098AYR1	0	83	cluster_83	0	1.5392433	5	0.007728402254057612	1.4979762630000002	1.4524813630000002	0.0	0.0	0.0	0.0	84	0.0	0.0	0	0	0	0	1.0	2.4950510896936878e-05
A0A098AYR1	0	148	cluster_148	0	1.4991499	3	0.008044555659727032	1.457882863	1.4524813630000002	0.0	0.0	0.0	0.0	149	0.0	0.0	0	0	0	0	1.0	6.82304246670306e-05
A0A098AYR1	0	176	cluster_176	0	1.4937484	2	0.008088125893497456	1.4524813630000002	1.4524813630000002	0.0	0.0	0.0	0.0	177	0.0	0.0	0	0	0	0	3.0	0.00010233474352189713
A0A098AYR1	0	198	cluster_198	0	1.5353351	4	0.007758665494625194	1.494068063	1.4524813630000002	0.0	0.0	0.0	0.0	199	0.0	0.0	0	0	0	0	1.0	3.9364649805051785e-05
A0A0A2EC71	0	0	cluster_0	1	0.060319483	1	0.032955995580142276	0.0	1.380836617	0.0	0.0	0.0	0.0	1	0.0	0.0	0	1	0	0	1175.0	0.9999684151411312
A0A0A2EC71	0	83	cluster_83	0	1.4817402	4	0.007954616781478477	1.421420717	1.380836617	0.0	0.0	0.0	0.0	84	0.0	0.0	0	0	0	0	1.0	4.4414888459938756e-05
A0A0A2EC71	0	148	cluster_148	0	1.461293	3	0.008118940678411348	1.400973517	1.380836617	0.0	0.0	0.0	0.0	149	0.0	0.0	0	0	0	0	1.0	7.539594431274334e-05
A0A0A2EC71	0	176	cluster_176	0	1.4411561	2	0.008284088173758948	1.380836617	1.380836617	0.0	0.0	0.0	0.0	177	0.0	0.0	0	0	0	0	3.0	0.00012462612445292664
A0A0A2EC71	0	198	cluster_198	0	1.49251	5	0.007869406820398422	1.432190517	1.380836617	0.0	0.0	0.0	0.0	199	0.0	0.0	0	0	0	0	1.0	3.169081335439232e-05
A0A0A2UY57	0	0	cluster_0	1	0.04480362	1	0.03373937430219369	0.0	1.40924728	0.0	0.0	0.0	0.0	1	0.0	0.0	0	1	0	0	1175.0	0.9999748170619337
A0A0A2UY57	0	83	cluster_83	0	1.4933283	4	0.007925939425686434	1.44852468	1.40924728	0.0	0.0	0.0	0.0	84	0.0	0.0	0	0	0	0	1.0	4.25561398350505e-05
A0A0A2UY57	0	148	cluster_148	0	1.4580035	3	0.00821092555555421	1.41319988	1.40924728	0.0	0.0	0.0	0.0	149	0.0	0.0	0	0	0	0	1.0	7.966538864744743e-05
A0A0A2UY57	0	176	cluster_176	0	1.4540509	2	0.008243444284331986	1.40924728	1.40924728	0.0	0.0	0.0	0.0	177	0.0	0.0	0	0	0	0	3.0	0.00011836446121722829
A0A0A2UY57	0	198	cluster_198	0	1.4973998	5	0.007893734568840691	1.45259618	1.40924728	0.0	0.0	0.0	0.0	199	0.0	0.0	0	0	0	0	1.0	3.172550551894987e-05
A0A0A2WXT2	0	0	cluster_0	1	0.04475504	1	0.034596899910267286	0.0	1.45586446	0.0	0.0	0.0	0.0	1	0.0	0.0	0	1	0	0	1175.0	0.9999801742229507
A0A0A2WXT2	0	83	cluster_83	0	1.5499941	5	0.007679274066342529	1.5052390599999999	1.45586446	0.0	0.0	0.0	0.0	84	0.0	0.0	0	0	0	0	1.0	2.3789898822223944e-05
A0A0A2WXT2	0	148	cluster_148	0	1.5006195	2	0.008067951592051812	1.45586446	1.45586446	0.0	0.0	0.0	0.0	149	0.0	0.0	0	0	0	0	1.0	9.79664467024485e-05
A0A0A2WXT2	0	176	cluster_176	0	1.5012224	3	0.008063088890045778	1.45646736	1.45586446	0.0	0.0	0.0	0.0	177	0.0	0.0	0	0	0	0	3.0	7.031801418109311e-05
A0A0A2WXT2	0	198	cluster_198	0	1.5231769	4	0.00788799686672968	1.4784218599999999	1.45586446	0.0	0.0	0.0	0.0	199	0.0	0.0	0	0	0	0	1.0	4.358687961359615e-05
A0A0B3AHQ9	0	0	cluster_0	1	0.030638576	1	0.033531145831667525	0.0	1.393817224	0.0	0.0	0.0	0.0	1	0.0	0.0	0	1	0	0	1175.0	0.9999740420579649
A0A0B3AHQ9	0	83	cluster_83	0	1.5263721	5	0.007513799093878843	1.4957335239999998	1.393817224	0.0	0.0	0.0	0.0	84	0.0	0.0	0	0	0	0	1.0	2.195069834144394e-05
A0A0B3AHQ9	0	148	cluster_148	0	1.4244558	2	0.008319960516606167	1.393817224	1.393817224	0.0	0.0	0.0	0.0	149	0.0	0.0	0	0	0	0	1.0	0.00012752706471446922
A0A0B3AHQ9	0	176	cluster_176	0	1.4656191	3	0.007984436498908025	1.434980524	1.393817224	0.0	0.0	0.0	0.0	177	0.0	0.0	0	0	0	0	3.0	7.008895649492261e-05
A0A0B3AHQ9	0	198	cluster_198	0	1.5099701	4	0.007638056677365352	1.479331524	1.393817224	0.0	0.0	0.0	0.0	199	0.0	0.0	0	0	0	0	1.0	3.7554994791997224e-05
A0A0B5EMS7	0	0	cluster_0	1	0.03426433	1	0.034445514415649754	0.0	1.41041077	0.0	0.0	0.0	0.0	1	0.0	0.0	0	1	0	0	1175.0	0.9999780825642989
A0A0B5EMS7	0	83	cluster_83	0	1.5133957	4	0.00784791124807884	1.47913137	1.41041077	0.0	0.0	0.0	0.0	84	0.0	0.0	0	0	0	0	1.0	3.682089639850931e-05
A0A0B5EMS7	0	148	cluster_148	0	1.4614999	3	0.008265937982510409	1.42723557	1.41041077	0.0	0.0	0.0	0.0	149	0.0	0.0	0	0	0	0	1.0	7.684880779031576e-05
A0A0B5EMS7	0	176	cluster_176	0	1.4446751	2	0.008406187260511297	1.41041077	1.41041077	0.0	0.0	0.0	0.0	177	0.0	0.0	0	0	0	0	3.0	0.00012432849651634138
A0A0B5EMS7	0	198	cluster_198	0	1.513784	5	0.007844864495706465	1.47951967	1.41041077	0.0	0.0	0.0	0.0	199	0.0	0.0	0	0	0	0	1.0	2.8119745920914923e-05
A0A0B5KHN4	0	0	cluster_0	1	0.048625708	1	0.033635126882638984	0.0	1.388177292	0.0	0.0	0.0	0.0	1	0.0	0.0	0	1	0	0	1175.0	0.9999728683178041
A0A0B5KHN4	0	83	cluster_83	0	1.5651425	5	0.00738207062542407	1.516516792	1.388177292	0.0	0.0	0.0	0.0	84	0.0	0.0	0	0	0	0	1.0	1.813022421967659e-05
A0A0B5KHN4	0	148	cluster_148	0	1.436803	2	0.00839296346291035	1.388177292	1.388177292	0.0	0.0	0.0	0.0	149	0.0	0.0	0	0	0	0	1.0	0.00012513619574277732
A0A0B5KHN4	0	176	cluster_176	0	1.4851685	3	0.00799669372444535	1.4365427919999998	1.388177292	0.0	0.0	0.0	0.0	177	0.0	0.0	0	0	0	0	3.0	6.557008053535121e-05
A0A0B5KHN4	0	198	cluster_198	0	1.5533204	4	0.007469860108119137	1.504694692	1.388177292	0.0	0.0	0.0	0.0	199	0.0	0.0	0	0	0	0	1.0	3.0101558969449786e-05
A0A0B7H6B7	0	0	cluster_0	1	0.044397954	1	0.03425971207632383	0.0	1.445026146	0.0	0.0	0.0	0.0	1	0.0	0.0	0	1	0	0	1175.0	0.9999786124827195
A0A0B7H6B7	0	83	cluster_83	0	1.5384977	4	0.007689612120539319	1.494099746	1.445026146	0.0	0.0	0.0	0.0	84	0.0	0.0	0	0	0	0	1.0	3.4987614717531064e-05
A0A0B7H6B7	0	148	cluster_148	0	1.4894241	2	0.008076381538094599	1.445026146	1.445026146	0.0	0.0	0.0	0.0	149	0.0	0.0	0	0	0	0	1.0	0.00010146180038299309
A0A0B7H6B7	0	176	cluster_176	0	1.4968733	3	0.008016442482916762	1.4524753460000002	1.445026146	0.0	0.0	0.0	0.0	177	0.0	0.0	0	0	0	0	3.0	6.962584219916915e-05
A0A0B7H6B7	0	198	cluster_198	0	1.547293	5	0.0076222762288161265	1.5028950460000001	1.445026146	0.0	0.0	0.0	0.0	199	0.0	0.0	0	0	0	0	1.0	2.5297710070701492e-05
A0A0C1H6K8	0	0	cluster_0	1	0.03762567	1	0.03406215843764472	0.0	1.43704833	0.0	0.0	0.0	0.0	1	0.0	0.0	0	1	0	0	1175.0	0.9999779404898337
A0A0C1H6K8	0	83	cluster_83	0	1.474674	2	0.008094126821029824	1.43704833	1.43704833	0.0	0.0	0.0	0.0	84	0.0	0.0	0	0	0	0	1.0	0.00010130807262204773
A0A0C1H6K8	0	148	cluster_148	0	1.4905585	5	0.007966571422430995	1.45293283	1.43704833	0.0	0.0	0.0	0.0	149	0.0	0.0	0	0	0	0	1.0	3.357568401187031e-05
A0A0C1H6K8	0	176	cluster_176	0	1.4818319	4	0.00803639673025175	1.44420623	1.43704833	0.0	0.0	0.0	0.0	177	0.0	0.0	0	0	0	0	3.0	5.1466652738444226e-05
A0A0C1H6K8	0	198	cluster_198	0	1.477411	3	0.008072003485516118	1.43978533	1.43704833	0.0	0.0	0.0	0.0	199	0.0	0.0	0	0	0	0	1.0	7.61830632612465e-05
A0A0C7P103	0	0	cluster_0	1	0.036257982	1	0.03394115200913187	0.0	1.414750218	0.0	0.0	0.0	0.0	1	0.0	0.0	0	1	0	0	1175.0	0.9999764281385528
A0A0C7P103	0	83	cluster_83	0	1.5578781	4	0.007411316462243903	1.521620118	1.414750218	0.0	0.0	0.0	0.0	84	0.0	0.0	0	0	0	0	1.0	2.7584888690180065e-05
A0A0C7P103	0	148	cluster_148	0	1.4510082	2	0.008247234926554409	1.414750218	1.414750218	0.0	0.0	0.0	0.0	149	0.0	0.0	0	0	0	0	1.0	0.00011662959443542475
A0A0C7P103	0	176	cluster_176	0	1.4803115	3	0.008009070274546715	1.444053518	1.414750218	0.0	0.0	0.0	0.0	177	0.0	0.0	0	0	0	0	3.0	6.931099613541825e-05
A0A0C7P103	0	198	cluster_198	0	1.5635803	5	0.007369175914611811	1.527322318	1.414750218	0.0	0.0	0.0	0.0	199	0.0	0.0	0	0	0	0	1.0	2.035533664755006e-05
A0A0D3LA01	0	0	cluster_0	1	0.0267781	1	0.03389754949843303	0.0	1.4251175	0.0	0.0	0.0	0.0	1	0.0	0.0	0	1	0	0	1175.0	0.9999773986274896
A0A0D3LA01	0	83	cluster_83	0	1.5396167	5	0.007467080745125945	1.5128386	1.4251175	0.0	0.0	0.0	0.0	84	0.0	0.0	0	0	0	0	1.0	2.1598147457946944e-05
A0A0D3LA01	0	148	cluster_148	0	1.4518956	2	0.00815168965658785	1.4251175	1.4251175	0.0	0.0	0.0	0.0	149	0.0	0.0	0	0	0	0	1.0	0.00011418407566999015
A0A0D3LA01	0	176	cluster_176	0	1.4656589	3	0.008040264057238875	1.4388808	1.4251175	0.0	0.0	0.0	0.0	177	0.0	0.0	0	0	0	0	3.0	7.516659389402707e-05
A0A0D3LA01	0	198	cluster_198	0	1.5329295	4	0.007517181939132383	1.5061514	1.4251175	0.0	0.0	0.0	0.0	199	0.0	0.0	0	0	0	0	1.0	3.468970661129064e-05
A0A0D7W0Y3	0	0	cluster_0	1	0.03585136	1	0.034403183572431446	0.0	1.42235194	0.0	0.0	0.0	0.0	1	0.0	0.0	0	1	0	0	1175.0	0.9999784477076545
A0A0D7W0Y3	0	83	cluster_83	0	1.5294389	5	0.0077257705532858675	1.49358754	1.42235194	0.0	0.0	0.0	0.0	84	0.0	0.0	0	0	0	0	1.0	2.4161963905735707e-05
A0A0D7W0Y3	0	148	cluster_148	0	1.4740644	3	0.008165647831777886	1.43821304	1.42235194	0.0	0.0	0.0	0.0	149	0.0	0.0	0	0	0	0	1.0	7.30562633859321e-05
A0A0D7W0Y3	0	176	cluster_176	0	1.4582033	2	0.00829619657505548	1.42235194	1.42235194	0.0	0.0	0.0	0.0	177	0.0	0.0	0	0	0	0	3.0	0.0001174124667065704
A0A0D7W0Y3	0	198	cluster_198	0	1.5241098	4	0.00776705185553865	1.48825844	1.42235194	0.0	0.0	0.0	0.0	199	0.0	0.0	0	0	0	0	1.0	3.84754378658413e-05
A0A0E3PW44	0	0	cluster_0	1	0.04227889	1	0.03378148047253899	0.0	1.37238971	0.0	0.0	0.0	0.0	1	0.0	0.0	0	1	0	0	1175.0	0.999972945168461
A0A0E3PW44	0	83	cluster_83	0	1.5540235	5	0.007449658015030168	1.51174461	1.37238971	0.0	0.0	0.0	0.0	84	0.0	0.0	0	0	0	0	1.0	1.8425657359902884e-05
A0A0E3PW44	0	148	cluster_148	0	1.4146686	2	0.00856362025143606	1.37238971	1.37238971	0.0	0.0	0.0	0.0	149	0.0	0.0	0	0	0	0	1.0	0.00013701701112830031
A0A0E3PW44	0	176	cluster_176	0	1.4818726	3	0.008007022965906933	1.43959371	1.37238971	0.0	0.0	0.0	0.0	177	0.0	0.0	0	0	0	0	3.0	6.335733248010463e-05
A0A0E3PW44	0	198	cluster_198	0	1.5428109	4	0.007533658100110642	1.5005320100000001	1.37238971	0.0	0.0	0.0	0.0	199	0.0	0.0	0	0	0	0	1.0	3.047509365489112e-05
A0A0E3QX18	0	0	cluster_0	1	0.044731375	1	0.03365307018469925	0.0	1.368527925	0.0	0.0	0.0	0.0	1	0.0	0.0	0	1	0	0	1175.0	0.9999719797690515
A0A0E3QX18	0	83	cluster_83	0	1.5606855	5	0.007390165765037023	1.515954125	1.368527925	0.0	0.0	0.0	0.0	84	0.0	0.0	0	0	0	0	1.0	1.758138232874065e-05
A0A0E3QX18	0	148	cluster_148	0	1.4132593	2	0.008564077033303228	1.368527925	1.368527925	0.0	0.0	0.0	0.0	149	0.0	0.0	0	0	0	0	1.0	0.00013774875620429732
A0A0E3QX18	0	176	cluster_176	0	1.4905094	3	0.007927409137664114	1.445778025	1.368527925	0.0	0.0	0.0	0.0	177	0.0	0.0	0	0	0	0	3.0	5.963676212454684e-05
A0A0E3QX18	0	198	cluster_198	0	1.5483487	4	0.007481901461028556	1.503617325	1.368527925	0.0	0.0	0.0	0.0	199	0.0	0.0	0	0	0	0	1.0	2.928826923569396e-05
A0A0E3S4J9	0	0	cluster_0	1	0.03982663	1	0.033824265855642195	0.0	1.3684757699999999	0.0	0.0	0.0	0.0	1	0.0	0.0	0	1	0	0	1175.0	0.999973053445984
A0A0E3S4J9	0	83	cluster_83	0	1.5574472	5	0.007415392442123097	1.5176205699999998	1.3684757699999999	0.0	0.0	0.0	0.0	84	0.0	0.0	0	0	0	0	1.0	1.7718253310577025e-05
A0A0E3S4J9	0	148	cluster_148	0	1.4083024	2	0.008608092073450962	1.3684757699999999	1.3684757699999999	0.0	0.0	0.0	0.0	149	0.0	0.0	0	0	0	0	1.0	0.00014050330396945702
A0A0E3S4J9	0	176	cluster_176	0	1.4831495	3	0.007987322519113058	1.4433228699999998	1.3684757699999999	0.0	0.0	0.0	0.0	177	0.0	0.0	0	0	0	0	3.0	6.176415429493935e-05
A0A0E3S4J9	0	198	cluster_198	0	1.5526555	4	0.007451010044370889	1.5128288699999999	1.3684757699999999	0.0	0.0	0.0	0.0	199	0.0	0.0	0	0	0	0	1.0	2.810942742050113e-05
A0A0F2JC73	0	0	cluster_0	1	0.04276609	1	0.034710727544498124	0.0	1.45520851	0.0	0.0	0.0	0.0	1	0.0	0.0	0	1	0	0	1175.0	0.9999805902746631
